,state,orig_label,map_sym1,map_sym2,unit_link,prov_no,province,unit_name,unit_age,unitdesc,strat_unit,unit_com,map_ref,rocktype1,rocktype2,rocktype3,unit_ref,map_symb2
468,VA  ,TRbr,TRbr,TRbr;0,VATRbr;0,0,,"Newark Supergroup; Breccia, mixed clasts",Upper Triassic,"Breccia, mixed clasts",,"Newark Supergroup; Mesozoic Basins. Paper map and digital map have differernt labels: paper map does not have TR prefix, but the digital source has TR as part of the label. From expanded explanation (ref. VA002): Breccia, mixed clasts. Angular to subangular pebbles, cobbles, and boulders of mixed lithologies in a reddish-brown matrix of indurated medium- to coarse-grained sandstone. ",VA003,breccia,,,VA001 VA002 VA003,
469,VA  ,Oas,Oas,Oas;0,VAOas;0,0,,Arvonia Formation - Porphyroblastic garnet-biotite schist,Ordovician,Arvonia Formation - Porphyroblastic garnet-biotite schist,,"Central Virginia Volcanic-Plutonic Belt. From expanded explanation (ref. VA002): Porphyroblastic garnet-biotite schist:. Porphyroblastic mica schist, characterized by 1- to 2-mm garnet porphyroblasts in an anastomosing, greenish-black biotite-rich, schistose matrix. Most exposures show complex microstructures suggestive of polyphase deformation and superimposed shearing. In Appomattox and Campbell counties, and locally elsewhere,this unit includes quartzose muscovite schist along the western and eastern margins of the outcrop belt (presumed base of the stratigraphic section); locally the unit contains thin interbeds of calcareous mica schist and marble. Mineralogy: biotite + garnet + muscovite + quartz + plagioclase + magnetite +/- kyanite +/- calcite. Geophysical signature: characterized by elongate positive magnetic and radiometric anomalies. This unit was mapped in strike-belts southwest of, and not physicaly connected to the type section at Arvonia. ",VA003,mica schist,,,VA001 VA002 VA003,
470,VA  ,Obf,Obf,Obf;0,VAObf;0,0,,Buffards Formation,Ordovician,"Buffards Formation - Micaceous conglomerate, schist, and phyllite.",,"Central Virginia Volcanic-Plutonic Belt. From expanded explanation (ref. VA002): Buffards Formation (Brown, 1969). Includes greenish-gray conglomeratic quartzose muscovite schist containing ellipsoidal clasts of milky quartz, dusky-red quartzite, dark gray aphanitic rock, and greenish-gray phyllite; greenish-gray chlorite-muscovite schist with medium to fine, grayish-blue quartz grains; grayish-green chlorite-muscovite phyllite; biotite-muscovite-quartz schist. Mineral assemblages are those found in Arvonia slates and porphyroblastic schists. Conglomeratic schist occurs along the western margin of the principal Buffards outcrop belt, and as discontinuous lenses too small to show at 1:500,000 scale, at or near the western margin (stratigraphic base) of the Arvonia slate outcrop belt (Oa) (Evans and Marr, 1988). Although Brown (1969) in defining the Buffards Formation considered these rocks to be a pyroclastic deposit stratigraphically above the Arvonia Formation, other workers have interpreted Buffards rocks to be at a lower stratigraphic position relative to the Arvonia. Conley and Marr (1980) considered the Buffards part of the Chopawamsic Formation, unconformably below the Arvonia. Stose and Stose (1948) and Evans and Marr (1988) considered the Buffards to be stratigraphically at or near the base of the Arvonia Formation. Buffards conglomeratic schists contain tuffaceous and ferruginous-quartzite clasts similar to rocks that occur in the Chopawamsic Formation; this is consistent with the Buffards being derived in part from, and deposited unconformably on, the Chopawamsic. The chaotic, locally graded nature of the deposits is suggestive of a submarine fan channel deposit. ",VA003,conglomerate,schist,phyllite,VA001 VA002 VA003,
471,VA  ,Obq,Obq,Obq;0,VAObq;0,0,,Arvonia Formation - Bremo quartzite. Quartzite,Ordovician,Arvonia Formation - Bremo quartzite. Quartzite,,"Central Virginia Volcanic-Plutonic Belt. From expanded epxlanation (ref. VA002): Bremo quartzite (Stose and Stose, 1948). Light-gray, fine- to medium-grained, thick-bedded and locally crossbedded quartzite; includes quartz-muscovite schist, and quartz-pebble conglomerate. Mineralogy: quartz + muscovite + chlorite +/- plagioclase +/- potassium feldspar +/- calcite +/- magnetite-hematite +/- zircon. The Bremo reportedly contains crinoid stems and brachiopods (Smith and others, 1964; Brown, 1969). Stose and Stose (1948) and Smith and others (1964) considered the quartzite stratigraphically above the slates and schists; Brown (1969) cited structural evidence that the Bremo does not occupy a position at the top of the Arvonia, but occurs locally in the middle or lower part. Smith and others (1964) and Brown (1969) considered the Bremo a member of the Arvonia Formation. ",VA003,quartzite,,,VA001 VA002 VA003,
472,VA  ,O[cc,OCAcc,OCAcc;0,VAOCAcc;0,0,,Chepultepec and Copper Ridge Formations,Cambrian-Ordovician,"Chepultepec and Copper Ridge Formations - Dolomite, minor limestone, chert, and calcareous sandstone.",,"Includes Maynardville Formation where present.; Appalachian Plateaus and Valley and Ridge. From expanded explanation (ref. VA002): Chepultepec, Copper Ridge, and Maynardville Formations. Chepultepec Formation (Ulrich, 1911). Dolostone, argillaceous, sandy, light-gray, light-olive-gray, and grayish-brown,very-fine- to coarse-grained. Contains white to light-gray chert nodules and beds; sandstone and dolomitic sand stone lenses and beds; scattered sand grains; minor intraformational conglomerate beds; greenish-gray clay shale partings; and dark-gray, petroliferous dolostone. The Chepultepec ranges from 300 to 850 feet in thick ness (Brent, 1963). Copper Ridge Formation (Ulrich, 1911). Dolostone, generally divisible into a lower olive-brownish-gray to darkgray, medium- to coarse-grained, thick- to massive-bedded dolostone, some of which emits a petroliferous odor on freshly broken surfaces (""stinkstone""); and an upper olive-brownish- gray to light-gray, very-fine- to medium-grained dolostone with minor silty and sandy zones. Olive-black, oolitic chert beds and light-gray to white, chalcedonic chert nodules are present. Similar divisions were described by several geologists including Miller and Brosgé (1954), Miller and Fuller (1954), and Bridge (1956). The Copper Ridge ranges from 415 to 850 feet in thickness . Maynardville Formation (Oder, 1934). Limestone and dolostone. Limestone, locally dolomitic, locally argillaceous, medium- to dark-gray, very-fine- to fine-grained, medium- to thick-bedded, mottled; with argillaceous to dolomitic bands and partings which give the rock a ribbon-banded or straticulate appearance. Dolostone, very-light-gray to dark-gray, light-olive-gray to olive-gray and locally yel low ish-gray or dark-bluish-gray, very-fine- to coarse-grained, finely laminated to thick-bedded (thin-bedded near top of unit distinguishes it from overlying Copper Ridge Formation); with black chert; minor lenses and beds of fi ne- to medium-grained, locally dolomitic sandstone; very-fine-grained, yellowish-gray, argillaceous sand stone; and rounded-pebble conglomerate; all locally present. Generally the limestone is in the lower one third to one-half of the unit and the dolostone is in the upper two-thirds to one-half of the unit, with a transition zone from one to the other. The Maynardville Formation ranges from 60 to 300 feet in thickness, thinning to the east-northeast from Lee County. Thickness variations may be due in part to grouping of the limestone with the underlying Nolichucky Formation or the dolostone with the overlying Copper Ridge, as noted by Derby (1965). ",VA003,dolostone (dolomite),limestone,chert; sandstone,VA001 VA002 VA003,
473,VA  ,O[f,OCAf,OCAf;0,VAOCAf;0,0,,Falls Church Intrusive Suite,Cambrian-Ordovician,"Falls Church Intrusive Suite - Tonalite, granodiorite, monzogranite, and trondhjemite.",,"Western Piedmont, Northern. From expanded epxlanation (ref. VA002): Falls Church Intrusive Suite (Drake and Froelich, 1986; in press). Tonalite, granodiorite, monzogranite, and trondhjemite. Tonalite, medium-dark-gray, medium- to coarse grained biotite-hornblende tonalite and biotite tonalite with abundant inclusions of mafic and ultramafic rock. Tonalite is typically well-foliated; in many places it has a strong quartz-rod lineation. Granodiorite, medium-gray, medium- to coarse grained, poorly- to moderately-well-foliated, biotite- and biotite-muscovite-bearing. Monzogranite, medium-grained, muscovite-biotite and garnet-muscovite-biotite-bearing. Trondhjemite, light-pink to light-gray, medium-grained, muscovite-bearing; strongly deformed and recrystallized. Tonalite from this suite has been dated at 481 +/- 11 Ma (U-Pb single-crystal zircon; J.N. Aleinikoff, written communication, 1993). ",VA003,tonalite,granodiorite,granite; trondhjemite,VA001 VA002 VA003,
474,VA  ,O[gg,OCAgg,OCAgg;0,VAOCAgg;0,0,,Goldvein Pluton,Cambrian-Ordovician,Goldvein Pluton - Metamonzogranite.,,"Western Piedmont, Northern. From expanded explanation (ref. VA002): Goldvein pluton (Pavlides, 1990). Mesocratic, coarse- to medium-grained, weakly- to strongly-foliated metamonzogranite. Altered feldspars commonly impart pink and green colors to the rock. Mineralogy includes perthite and plagioclase feldspars, each locally megacrystic; granoblastic quartz, muscovite, and sparsely distributed garnet. ",VA003,granitic gneiss,,,VA001 VA002 VA003,
475,VA  ,O[k,OCAk,OCAk;0,VAOCAk;0,0,,Knox Group,Cambrian-Ordovician,"Knox Group - dolostone, limestone, sandstone. Includes the Mascot Dolomite, Kingsport Dolomite, Chepultepec Dolomite, Copper Ridge Dolomite. (Includes: Ob, Omk, Occo, Cco, Occc.)",,"Includes Maynardville Formation where present; Appalachian Plateaus and Valley and Ridge. From expanded explanation (ref. VA002): Knox Group (Safford, 1869). Dolostone, limestone, and sandstone. Dolostone, light- to medium-gray, very-fine- to fine-grained, locally with pink streaks in the upper part; and very-light-gray to dark-gray and brownish-gray, medium- to coarse-grained, locally argillaceous dolostone near the base of the unit; greenish-gray shale partings locally present; chert is abundant in some parts of the unit. Limestone, blue gray to dark-blue-gray, very-fine- to coarse-grained, locally sandy. Sandstone, gray to brown, fine- to medium-grained. Limestone is dominant in the eastern thrust belts. The Knox Group ranges from 2000 feet in Southwest Virginia to 3560 feet in thickness to the east in Washington County (Bartlett and Webb, 1971). The Knox includes the Mascot, Kingsport, Chepultepec, and Copper Ridge Dolomites and the Maynardville Formation. ",VA003,dolostone (dolomite),limestone,chert; sandstone,VA001 VA002 VA003,
476,VA  ,O[o,OCAo,OCAo;0,VAOCAo;0,0,,Occoquan Granite,Cambrian-Ordovician,Occoquan Granite - Granite,,"Western Piedmont, Northern. From expanded explanation (ref. VA002): Occoquan granite (Lonsdale, 1927; Drake and Froelich, 1986). Light-gray, medium- to coarse-grained, muscovite-biotite monzogranite and lesser granodiorite and tonalite. In many places the rock has a strong quartz-rod lineation, and locally, two foliations. The Occoquan has been dated at about 560 Ma (U-Pb zircon; Seiders and others, 1975), 494 +/- 14 Ma (Rb-Sr whole-rock; Mose and Nagel, 1982), and 479 +/- 9 Ma (U-Pb single-crystal zircon; J.N. Aleinikoff, written communication, 1993). ",VA003,granite,,,VA001 VA002 VA003,
477,VA  ,dgn,dgn,dgn;0,VAdgn;0,0,,Diorite Gneiss,Proterozoic,Diorite gneiss,,"Central Virginia Volcanic-Plutonic Belt From expanded explanation (ref. VA002): Quartz diorite gneiss. White to gray, fine- to medium grained, massive to layered quartz diorite gneiss, contains minor biotite and epidote; lenses of gray to black, medium-grained, layered hornblende-plagioclase gneiss and quartz-epidote clinopyroxene- hornblende-plagioclase gneiss occur locally (Tobisch, 1972). ",VA003,gneiss,,,VA001 VA002 VA003,
478,VA  ,O[p,OCAp,OCAp;0,VAOCAp;0,0,,Phyllite,Cambrian-Ordovician,Phyllite.,,"Undivided (?); Western Piedmont, Northern. From expanded explanation (ref. VA002): Phyllite (Pavlides, 1990): Mostly gray-to-green phyllite with lesser metasiltstone. Mylonitic rocks composed commonly of schist or phyllite with elongate granules of quartz, occur in the southern part of the outcrop belt. These are interpreted as highly tectonized parts of this formation. Alternatively, these rocks may be part of a separate terrane. ",VA003,phyllite,,,VA001 VA002 VA003,
